,Name,Gender,DOB,Occupation,Block/Village,District/city,State,PIN,NomineeName,NomineeRelation,NomineeAge,PolicyId,Insurer,Typeofcover,EffectiveDate,ExpiryDate,PremiumRate,PremiumMode,PolicyName,InsuranceCompany
111,ABHINAV SINGHVI,Male,4/5/1984,other-service,bhokar,Jodhpur,Rajasthan,678685,noone,tech-support,31,111,suraj,life insurance for one person,7/3/1992,7/7/2020,6%,online,Health insurance plan,HDFC Life Insurance Co. Ltd
112,Abhinav srivast,Male,6/20/1986,transport-moving,kinwat,Bareilly,Uttar Pradesh,623517,noone,craft-repair,40,112,Ankit,life insurance for one person,9/3/2013,7/7/2020,7.5%,offline,Sampoorna samridhi plus,Life Insurance Corporation of India
113,Abhinay patel,Male,9/11/1987,sales,ghatanji,Begusarai,Bihar,442916,noone,protective-serv,35,113,Praveen,life insurance for one person,9/29/1999,7/7/2020,7.5%,offline,aadhar shila,Bajaj Allianz Life Insurance Co. Ltd.
114,ABHINAY VARSH,Male,2/18/1990,priv-house-serv,sadarban,Vijayawada,Andhra Pradesh,583152,noone,transport-moving,40,114,Rahul,life insurance for one person,11/25/2009,7/7/2020,6%,online,Sampoorna samridhi plus,HDFC Life Insurance Co. Ltd
115,ABHINIT KISHORE,Male,7/29/1980,machine-op-inspct,nunhai,Patna,Bihar,685608,noone,armed-forces,28,115,suraj,life insurance for one person,6/2/2012,7/7/2020,5%,online,aadhar shila,ICICI Prudential Life Insurance Co. Ltd
116,ABHIRAMI G,Female,6/24/1976,prof-specialty,Ardhapur,Coimbatore,Tamil Nadu,331403,noone,transport-moving,31,116,Rahul,life insurance for one person,6/5/2011,7/7/2020,7.5%,online,sanchay,HDFC Life Insurance Co. Ltd
117,ABHIRAM NIRJOGI,Male,6/28/1986,priv-house-serv,kaij,Hyderabad,Andhra Pradesh,151208,noone,prof-specialty,39,117,Rahul,life insurance for one person,11/27/1990,7/7/2020,7.5%,offline,Sampoorna samridhi plus,Bajaj Allianz Life Insurance Co. Ltd.
118,ABHISEK AGRAWAL,Male,3/19/1985,sales,albatia,Mumbai,Maharashtra,333033,noone,tech-support,31,118,Praveen,life insurance for one person,10/9/2012,7/7/2020,7.5%,offline,Pru Signature,ICICI Prudential Life Insurance Co. Ltd
119,Abhisek Bose,Male,10/23/1984,tech-support,kalamb,Cuttack,Orissa,488051,noone,sales,26,119,suraj,life insurance for one person,8/5/1992,7/7/2020,7.5%,online,jeevan anand,ICICI Prudential Life Insurance Co. Ltd
120,AVISEK MAJUMDAR,Male,6/25/1986,machine-op-inspct,jamkhed,malda,West Bengal,600032,noone,transport-moving,57,120,Ankit,life insurance for one person,6/25/2002,7/7/2020,6%,online,jeevan labh,HDFC Life Insurance Co. Ltd
121,ABHISHEK DUBEY,Male,12/20/1979,exec-managerial,baad,Shimla,Himachal Pradesh,391440,noone,handlers-cleaners,38,121,suraj,life insurance for one person,10/6/2002,7/7/2020,7.5%,offline,aadhar shila,Life Insurance Corporation of India
122,abhishek anand,Male,8/21/1988,prof-specialty,kopargaon,Hyderabad,Andhra Pradesh,363655,noone,handlers-cleaners,40,122,Ankit,life insurance for one person,4/5/2002,7/7/2020,5%,online,jeevan labh,ICICI Prudential Life Insurance Co. Ltd
123,ABHISHEK .,Male,8/19/1983,priv-house-serv,pratappur,Meerut,Uttar Pradesh,414609,noone,tech-support,34,123,Ajay,life insurance for one person,6/18/1993,7/7/2020,7.5%,offline,jeevan labh,Life Insurance Corporation of India
124,ABHISHEK MISHRA,Male,7/10/1984,priv-house-serv,Ajhai,Allahabad,Uttar Pradesh,500008,noone,protective-serv,33,124,Rahul,life insurance for one person,2/11/1994,7/7/2020,6%,online,Sampoorna samridhi plus,HDFC Life Insurance Co. Ltd
125,Abhishek .,Male,9/4/1986,farming-fishing,jintur,Muzaffarpur,Bihar,686662,noone,armed-forces,44,125,Praveen,life insurance for one person,8/30/2014,7/7/2020,7.5%,online,sampoorna nivesh,ICICI Prudential Life Insurance Co. Ltd
126,ABHISHEK VISHWA,Male,8/13/1982,armed-forces,koraon,Secunderabad,Andhra Pradesh,148109,noone,sales,43,126,Rahul,life insurance for one person,7/23/2009,7/7/2020,6%,offline,Pru Signature,HDFC Life Insurance Co. Ltd
127,ABHISHEK MISHRA,Male,7/10/1984,farming-fishing,khalapur,New Delhi,Delhi,625501,noone,machine-op-inspct,37,127,Ankit,life insurance for one person,2/18/1999,7/7/2020,6%,online,sanchay,Life Insurance Corporation of India
128,Abhishek Garg,Male,1/22/1989,armed-forces,kalamb,Jaipur,Rajasthan,713422,noone,tech-support,38,128,Praveen,life insurance for one person,9/27/2011,7/7/2020,5%,online,Pru Signature,Max Life Insurance Co. Ltd.
129,abhishek ranjan,Male,8/20/1990,transport-moving,kopargaon,motihari,Bihar,431101,noone,protective-serv,42,129,Praveen,life insurance for one person,3/7/2005,7/7/2020,7.5%,online,sampoorna nivesh,Max Life Insurance Co. Ltd.
130,ABHISHEK SHARMA,Male,2/14/1986,prof-specialty,karad,Bilaspur,Chhatisgarh,335502,noone,exec-managerial,43,130,Praveen,life insurance for one person,12/7/1998,7/7/2020,6%,online,aadhar shila,ICICI Prudential Life Insurance Co. Ltd
131,Abhishek Kumar,Male,10/30/1985,priv-house-serv,alikha,Varanasi,Uttar Pradesh,331001,noone,machine-op-inspct,31,131,Ajay,life insurance for one person,8/23/1994,7/7/2020,5%,online,Health insurance plan,Bajaj Allianz Life Insurance Co. Ltd.
132,Abhishek Roy,Male,9/3/1985,handlers-cleaners,alikha,Berhampore,West Bengal,743426,noone,other-service,33,132,Praveen,life insurance for one person,3/8/1995,7/7/2020,5%,offline,jeevan umang,HDFC Life Insurance Co. Ltd
133,Abhishek Kapoor,Male,1/1/1987,protective-serv,kurla,New Delhi,Delhi,639206,noone,sales,30,133,Praveen,life insurance for one person,2/11/2003,7/7/2020,5%,offline,Term Insurance,HDFC Life Insurance Co. Ltd
134,dayma kumar,Male,9/18/1976,machine-op-inspct,medhava,Patna,Bihar,571101,noone,protective-serv,27,134,Ajay,life insurance for one person,8/9/2004,7/7/2020,5%,offline,sampoorna nivesh,Life Insurance Corporation of India
135,ABHISHEK DEEP,Male,5/3/1981,adm-clerical,wasunde,Bhagalpur,Bihar,141412,noone,tech-support,30,135,suraj,life insurance for one person,11/13/1998,7/7/2020,5%,offline,Term Insurance,HDFC Life Insurance Co. Ltd
136,abhishek goyal,Male,8/6/1967,craft-repair,borivali,Roorkee,Uttaranchal,224120,noone,adm-clerical,61,136,Praveen,life insurance for one person,3/16/2003,7/7/2020,6%,offline,sanchay,HDFC Life Insurance Co. Ltd
137,ABHISHEK KUMAR,Male,1/21/1984,prof-specialty,dhanupur,Lucknow,Uttar Pradesh,783129,noone,priv-house-serv,40,137,suraj,life insurance for one person,2/21/1995,7/7/2020,5%,offline,Sampoorna samridhi plus,HDFC Life Insurance Co. Ltd
138,ABHISHEK KUMAR,Male,8/8/1981,transport-moving,himayatnagar,New Delhi,Delhi,585315,noone,sales,40,138,Rahul,life insurance for one person,12/9/1992,7/7/2020,5%,online,sanchay,ICICI Prudential Life Insurance Co. Ltd
139,abhishek pandey,Male,12/10/1984,other-service,mahoba,Jabalpur,Madhya Pradesh,283110,noone,exec-managerial,43,139,suraj,life insurance for one person,11/13/1995,7/7/2020,7.5%,online,sampoorna nivesh,ICICI Prudential Life Insurance Co. Ltd
140,ABHISHEK SRIVAS,Male,7/11/1975,machine-op-inspct,kudal,Kanpur,Uttar Pradesh,273413,noone,craft-repair,27,140,Rahul,life insurance for one person,5/5/1998,7/7/2020,7.5%,offline,term insurance with return,Bajaj Allianz Life Insurance Co. Ltd.
141,Abhishek Titus,Male,6/19/1982,tech-support,shevgaon,Hyderabad,Andhra Pradesh,480771,noone,handlers-cleaners,33,141,suraj,life insurance for one person,2/18/1999,7/7/2020,7.5%,online,Sampoorna samridhi plus,ICICI Prudential Life Insurance Co. Ltd
142,ABHISHEK TRIPAT,Male,1/14/1984,machine-op-inspct,kalwan,Gurgaon,Haryana,396105,noone,other-service,39,142,Ankit,life insurance for one person,10/11/1994,7/7/2020,6%,online,sampoorna nivesh,ICICI Prudential Life Insurance Co. Ltd
143,ABHIJIT BHISHIK,Male,9/22/1976,sales,nunhai,Hyderabad,Andhra Pradesh,506330,noone,armed-forces,39,143,Ankit,life insurance for one person,8/25/2012,7/7/2020,7.5%,online,jeevan anand,Bajaj Allianz Life Insurance Co. Ltd.
144,Abhishek Dwived,Male,4/24/1986,prof-specialty,rajeshwar,Kanpur,Uttar Pradesh,625109,noone,other-service,43,144,Rahul,life insurance for one person,4/21/2001,7/7/2020,5%,offline,jeevan umang,Max Life Insurance Co. Ltd.
145,ABHISHEK GUPTA,Male,8/30/1987,other-service,kinwat,SARNI,Madhya Pradesh,754107,noone,craft-repair,38,145,Ajay,life insurance for one person,6/26/2001,7/7/2020,7.5%,offline,aadhar shila,Bajaj Allianz Life Insurance Co. Ltd.
146,abhitabh choube,Male,1/7/1977,armed-forces,harali,Sasaram,Bihar,835225,noone,craft-repair,28,146,Rahul,life insurance for one person,7/20/1990,7/7/2020,6%,online,jeevan anand,ICICI Prudential Life Insurance Co. Ltd
147,ABHYUDAY A ANAN,Male,2/22/1980,farming-fishing,banda,Bangalore,Karnataka,425432,noone,tech-support,36,147,Ajay,life insurance for one person,10/12/1994,7/7/2020,7.5%,online,Pru Signature,Max Life Insurance Co. Ltd.
148,SYED SHAHENSHAH,Male,1/1/1961,priv-house-serv,balkeshwar,Jhansi,Uttar Pradesh,608304,noone,protective-serv,23,148,Praveen,life insurance for one person,9/20/1999,7/7/2020,5%,online,term insurance with return,HDFC Life Insurance Co. Ltd
149,Abijar Bhori,Male,6/27/1979,other-service,kudal,Lonand,Maharashtra,491885,noone,transport-moving,60,149,suraj,life insurance for one person,3/1/1991,7/7/2020,7.5%,online,Term Insurance,HDFC Life Insurance Co. Ltd
150,baby abin,Male,10/10/1985,craft-repair,bahadurpur,Chennai,Tamil Nadu,246486,noone,armed-forces,45,150,Rahul,life insurance for one person,5/16/1990,7/7/2020,5%,offline,jeevan labh,Max Life Insurance Co. Ltd.
151,Aravind Sundar,Male,1/16/1988,armed-forces,kurla,Chennai,Tamil Nadu,382250,noone,priv-house-serv,27,151,Praveen,life insurance for one person,6/20/2012,7/7/2020,7.5%,offline,jeevan labh,Bajaj Allianz Life Insurance Co. Ltd.
152,ABIRAMAN ARIYA,Male,5/10/1979,priv-house-serv,rajeshwar,Chennai,Tamil Nadu,825108,noone,exec-managerial,40,152,Ankit,life insurance for one person,4/30/2006,7/7/2020,6%,online,jeevan umang,HDFC Life Insurance Co. Ltd
153,narasimhan vupu,Male,1/8/1966,adm-clerical,jamkhed,Chennai,Tamil Nadu,203396,noone,armed-forces,41,153,Praveen,life insurance for one person,6/18/2010,7/7/2020,7.5%,online,aadhar shila,Max Life Insurance Co. Ltd.
154,VAMSI MOOPIDEVI,Male,2/18/1983,priv-house-serv,sunari,Hyderabad,Andhra Pradesh,232107,noone,prof-specialty,31,154,Ajay,life insurance for one person,7/10/2012,7/7/2020,5%,offline,jeevan anand,Max Life Insurance Co. Ltd.
155,Abrar Yasin,Male,12/27/1978,tech-support,kopargaon,Allahabad,Uttar Pradesh,143507,noone,sales,35,155,Ankit,life insurance for one person,5/29/2003,7/7/2020,5%,online,Sampoorna samridhi plus,Bajaj Allianz Life Insurance Co. Ltd.
156,KUWAR ABHISHEK,Male,2/9/1990,armed-forces,biloli,Varanasi,Uttar Pradesh,341510,noone,transport-moving,48,156,Ajay,life insurance for one person,2/4/2013,7/7/2020,5%,offline,Pru Signature,HDFC Life Insurance Co. Ltd
157,ABU OBAIDAH,Male,12/25/1976,farming-fishing,chambal,Aligarh,Uttar Pradesh,444203,noone,other-service,35,157,Ankit,life insurance for one person,5/24/2006,7/7/2020,6%,online,Pru Signature,Bajaj Allianz Life Insurance Co. Ltd.
158,ABUZAR SHAH MOH,Male,3/9/1982,exec-managerial,Ardhapur,Akola,Maharashtra,414502,noone,armed-forces,61,158,Ankit,life insurance for one person,7/31/1999,7/7/2020,6%,online,sampoorna nivesh,Max Life Insurance Co. Ltd.
159,anusheel chandr,Male,3/19/1990,priv-house-serv,kehrai,Patna,Bihar,795116,noone,farming-fishing,35,159,suraj,life insurance for one person,3/16/1998,7/7/2020,6%,online,Sampoorna samridhi plus,Bajaj Allianz Life Insurance Co. Ltd.
160,NETI KUMAR,Male,8/10/1954,craft-repair,kagal,Hyderabad,Andhra Pradesh,122413,noone,handlers-cleaners,46,160,Praveen,life insurance for one person,2/4/2013,7/7/2020,7.5%,offline,sanchay,Bajaj Allianz Life Insurance Co. Ltd.
161,Sreedhar A,Male,10/10/1978,tech-support,hadgaon,Hyderabad,Arunachal Pradesh,577425,noone,armed-forces,47,161,Ankit,life insurance for one person,10/2/2003,7/7/2020,5%,online,jeevan labh,Bajaj Allianz Life Insurance Co. Ltd.
162,achal pradhan,Male,4/19/1984,prof-specialty,kalwan,Dehradun,Uttaranchal,273413,noone,protective-serv,31,162,Praveen,life insurance for one person,10/19/2001,7/7/2020,5%,online,Term Insurance,HDFC Life Insurance Co. Ltd
163,ANKIREDDYPALLI,Male,6/16/1987,exec-managerial,banda,JHARSUGUDA,Orissa,321610,noone,prof-specialty,46,163,Ajay,life insurance for one person,12/12/1998,7/7/2020,6%,offline,Pru Signature,Max Life Insurance Co. Ltd.
164,venkata ranga r,Male,1/14/1968,tech-support,chaka,Hyderabad,Andhra Pradesh,577554,noone,other-service,34,164,suraj,life insurance for one person,11/1/1991,7/7/2020,6%,offline,Term Insurance,HDFC Life Insurance Co. Ltd
165,srm srm,Male,3/8/1990,machine-op-inspct,jasra,Chennai,Tamil Nadu,344706,noone,sales,40,165,Ankit,life insurance for one person,5/24/2001,7/7/2020,6%,offline,Sampoorna samridhi plus,Life Insurance Corporation of India
166,Achu Krishna,Female,5/23/1989,other-service,saiyyan,Chennai,Tamil Nadu,713405,noone,exec-managerial,27,166,Ankit,life insurance for one person,8/15/2000,7/7/2020,5%,online,sampoorna nivesh,HDFC Life Insurance Co. Ltd
167,Retnam NK,Female,9/20/1949,protective-serv,kalamb,Chennai,Tamil Nadu,442605,noone,exec-managerial,43,167,Ankit,life insurance for one person,9/1/1992,7/7/2020,5%,online,Term Insurance,Max Life Insurance Co. Ltd.
168,GANESH MISHRA,Male,9/10/1972,craft-repair,kalwan,Raipur,Chhatisgarh,142023,noone,transport-moving,47,168,Ajay,life insurance for one person,8/17/1994,7/7/2020,7.5%,offline,Pru Signature,Bajaj Allianz Life Insurance Co. Ltd.
169,ARINDAM CHAKRAB,Male,11/24/1990,other-service,handia,Jamshedpur,Jharkhand,522265,noone,priv-house-serv,35,169,Rahul,life insurance for one person,7/2/1991,7/7/2020,7.5%,online,sampoorna nivesh,HDFC Life Insurance Co. Ltd
170,RAGGHUNATH ETHI,Male,6/30/1984,transport-moving,meja,Chennai,Tamil Nadu,365620,noone,priv-house-serv,40,170,Ajay,life insurance for one person,6/29/2002,7/7/2020,6%,online,Term Insurance,Bajaj Allianz Life Insurance Co. Ltd.
171,premender puroh,Male,1/25/1973,adm-clerical,Amravati,Vishakapatnam,Andhra Pradesh,848117,noone,exec-managerial,40,171,suraj,life insurance for one person,2/13/1991,7/7/2020,7.5%,online,aadhar shila,Max Life Insurance Co. Ltd.
172,ankit jaiswal,Male,9/13/1984,machine-op-inspct,sadarban,Bareilly,Uttar Pradesh,828104,noone,exec-managerial,43,172,Ajay,life insurance for one person,5/27/2002,7/7/2020,5%,online,sanchay,HDFC Life Insurance Co. Ltd
173,Adam Malik,Male,12/20/1986,exec-managerial,jafrabad,Hyderabad,Andhra Pradesh,232336,noone,farming-fishing,40,173,suraj,life insurance for one person,9/16/2013,7/7/2020,6%,offline,Sampoorna samridhi plus,Max Life Insurance Co. Ltd.
174,Anupama Adapa,Female,6/16/1986,adm-clerical,nevasa,Guntur,Andhra Pradesh,325216,noone,transport-moving,42,174,Praveen,life insurance for one person,12/9/1992,7/7/2020,7.5%,online,Life Uday,Bajaj Allianz Life Insurance Co. Ltd.
175,kiran adapa,Male,10/6/1983,farming-fishing,jaitpur kalan,Vishakapatnam,Andhra Pradesh,731102,noone,handlers-cleaners,50,175,Praveen,life insurance for one person,3/1/2010,7/7/2020,6%,online,Life Uday,Life Insurance Corporation of India
176,RAVI KUMAR ADAP,Male,6/7/1976,protective-serv,howra,Chennai,Tamil Nadu,641047,noone,tech-support,33,176,Ankit,life insurance for one person,8/7/1992,7/7/2020,5%,online,jeevan anand,ICICI Prudential Life Insurance Co. Ltd
177,vamsi adarsh,Male,6/22/1990,craft-repair,jonai,Vishakapatnam,Andhra Pradesh,425327,noone,tech-support,31,177,Praveen,life insurance for one person,2/7/2007,7/7/2020,6%,offline,Term Insurance,Life Insurance Corporation of India
178,ADARSH PANDEY,Male,10/24/1983,craft-repair,indapur,Pune,Maharashtra,844113,noone,protective-serv,50,178,Praveen,life insurance for one person,9/19/2004,7/7/2020,6%,offline,Pru Signature,Life Insurance Corporation of India
179,adarsh s,Male,5/16/1987,tech-support,dhandhupura,Shimoga,Karnataka,332301,noone,transport-moving,35,179,Praveen,life insurance for one person,9/29/1999,7/7/2020,6%,offline,Life Uday,Bajaj Allianz Life Insurance Co. Ltd.
180,ADARSH SEN,Male,7/14/1980,farming-fishing,chiplun,Secunderabad,Andhra Pradesh,585102,noone,adm-clerical,45,180,Rahul,life insurance for one person,6/17/2009,7/7/2020,6%,offline,Term Insurance,Bajaj Allianz Life Insurance Co. Ltd.
181,ADARSH SRIVASTA,Male,8/10/1980,handlers-cleaners,albatia,Ghaziabad,Uttar Pradesh,534265,noone,other-service,23,181,Rahul,life insurance for one person,2/3/1990,7/7/2020,6%,online,term insurance with return,Bajaj Allianz Life Insurance Co. Ltd.
182,PAVANI RAJ,Female,1/29/1987,armed-forces,rajeshwar,Vijayawada,Andhra Pradesh,209306,noone,prof-specialty,46,182,Rahul,life insurance for one person,8/20/1994,7/7/2020,6%,online,jeevan umang,Bajaj Allianz Life Insurance Co. Ltd.
183,MADAN CHEEMAKUR,Male,7/20/1976,priv-house-serv,koraon,Secunderabad,Andhra Pradesh,833216,noone,transport-moving,29,183,Ajay,life insurance for one person,2/14/1994,7/7/2020,5%,online,Health insurance plan,ICICI Prudential Life Insurance Co. Ltd
184,SHIBU ADHIKARI,Male,4/10/1984,prof-specialty,kandhar,Kolkata,West Bengal,852113,noone,adm-clerical,45,184,suraj,life insurance for one person,7/24/2007,7/7/2020,6%,offline,Term Insurance,Max Life Insurance Co. Ltd.
185,ADITYA SINGH,Male,11/14/1990,handlers-cleaners,chandarpur,Lucknow,Uttar Pradesh,184148,noone,farming-fishing,52,185,Praveen,life insurance for one person,8/18/1990,7/7/2020,6%,offline,sanchay,ICICI Prudential Life Insurance Co. Ltd
186,Aditi Gupta,Female,10/24/1976,tech-support,sadarban,Pune,Maharashtra,224164,noone,exec-managerial,33,186,suraj,life insurance for one person,8/17/2014,7/7/2020,5%,online,Pru Signature,Max Life Insurance Co. Ltd.
187,PAVANAMURALI AD,Male,6/19/1976,prof-specialty,sonha,Pune,Maharashtra,272189,noone,armed-forces,47,187,Praveen,life insurance for one person,5/4/1995,7/7/2020,6%,online,Sampoorna samridhi plus,HDFC Life Insurance Co. Ltd
188,ADITYA GIRIRAJ,Male,5/18/1979,machine-op-inspct,bhokar,Secunderabad,Andhra Pradesh,332716,noone,farming-fishing,50,188,Praveen,life insurance for one person,12/11/1998,7/7/2020,6%,offline,Life Uday,Bajaj Allianz Life Insurance Co. Ltd.
189,Sankaraditya Ra,Male,1/21/1986,other-service,Ardhapur,Chennai,Tamil Nadu,509375,noone,machine-op-inspct,56,189,Ankit,life insurance for one person,8/21/1994,7/7/2020,7.5%,online,jeevan umang,HDFC Life Insurance Co. Ltd
190,Aditya Srivasta,Male,2/24/1986,exec-managerial,jamkhed,Rourkela,Orissa,686506,noone,prof-specialty,38,190,suraj,life insurance for one person,6/8/1994,7/7/2020,7.5%,online,sanchay,Max Life Insurance Co. Ltd.
191,ADITYA SACHDEV,Male,6/4/1989,machine-op-inspct,jafrabad,Gwalior,Madhya Pradesh,344043,noone,prof-specialty,48,191,suraj,life insurance for one person,5/29/1992,7/7/2020,7.5%,offline,jeevan anand,HDFC Life Insurance Co. Ltd
192,ADITYA PADHY,Male,7/4/1985,exec-managerial,shrigonda,Bangalore,Karnataka,759029,noone,priv-house-serv,57,192,Ajay,life insurance for one person,10/27/2001,7/7/2020,5%,online,jeevan anand,HDFC Life Insurance Co. Ltd
193,aditya Deshmukh,Male,6/12/1986,sales,Amgaon,Durg,Chhatisgarh,247121,noone,adm-clerical,52,193,Praveen,life insurance for one person,5/23/1999,7/7/2020,7.5%,online,Health insurance plan,Life Insurance Corporation of India
194,ADITYA KUMAR,Male,10/11/1984,armed-forces,harali,Bhagalpur,Bihar,471525,noone,other-service,39,194,Praveen,life insurance for one person,5/29/1992,7/7/2020,7.5%,offline,aadhar shila,Life Insurance Corporation of India
195,aditya saggar,Male,8/22/1990,transport-moving,chalsigaon,New Delhi,Delhi,321001,noone,adm-clerical,44,195,Ajay,life insurance for one person,2/14/1994,7/7/2020,6%,online,jeevan labh,Bajaj Allianz Life Insurance Co. Ltd.
196,BALIJEPALLI ADI,Male,3/5/1982,adm-clerical,albatia,Hyderabad,Andhra Pradesh,586101,noone,other-service,28,196,Ankit,life insurance for one person,6/20/2002,7/7/2020,6%,offline,aadhar shila,ICICI Prudential Life Insurance Co. Ltd
197,aditya sharma,Male,4/3/1987,protective-serv,dhanupur,New Delhi,Delhi,326033,noone,machine-op-inspct,25,197,Ankit,life insurance for one person,10/10/1993,7/7/2020,6%,online,jeevan anand,ICICI Prudential Life Insurance Co. Ltd
198,naresh goyal,Male,7/25/1963,handlers-cleaners,akole,Satna,Madhya Pradesh,508004,noone,priv-house-serv,38,198,Ajay,life insurance for one person,11/9/2008,7/7/2020,5%,offline,sanchay,ICICI Prudential Life Insurance Co. Ltd
